L (um),FW (um),V (V),PULL-IN,PULL-OUT
80,4,20,114.4,62.6
80,4,20,,
80,4,20,,
80,5,20,132.4,61.4
80,5,20,129,60.8
80,5,20,,
80,6,20,,
80,6,20,,
80,6,20,,
80,7,20,182.8,62.4
80,7,20,179.8,61.6
80,7,20,,
80,8,20,157.2,62.2
80,8,20,,
80,8,20,,
80,2,30,,
80,2,30,,
80,2,30,,
80,3,30,44,67.4
80,3,30,44.8,63.8
80,3,30,,
80,4,30,48.6,61.2
80,4,30,,
80,4,30,,
80,5,30,52.4,59.6
80,5,30,52.4,61
80,5,30,,
80,6,30,,
80,6,30,,
80,6,30,,
80,7,30,57.8,61.2
80,7,30,58,60.4
80,7,30,,
80,8,30,59.6,61.6
80,8,30,,
80,8,30,,
80,2,40,,
80,2,40,,
80,2,40,,
80,3,40,X,X
80,3,40,X,X
80,3,40,,
80,4,40,33.8,60.2
80,4,40,,
80,4,40,,
80,5,40,35.8,57.8
80,5,40,35.8,58.2
80,5,40,,
80,6,40,,
80,6,40,,
80,6,40,,
80,7,40,39.4,59.4
80,7,40,39.6,57.6
80,7,40,,
80,8,40,40.8,59.6
80,8,40,,
80,8,40,,
80,2,50,,
80,2,50,,
80,2,50,,
80,3,50,X,X
80,3,50,X,X
80,3,50,,
80,4,50,26,56.2
80,4,50,,
80,4,50,,
80,5,50,27.6,55.2
80,5,50,27.8,55
80,5,50,,
80,6,50,,
80,6,50,,
80,6,50,,
80,7,50,30.4,56.6
80,7,50,30.8,54.4
80,7,50,,
80,8,50,31.8,56.8
80,8,50,,
80,8,50,,
80,2,60,,
80,2,60,,
80,2,60,,
80,3,60,X,X
80,3,60,X,X
80,3,60,,
80,4,60,X,X
80,4,60,,
80,4,60,,
80,5,60,22.8,49.2
80,5,60,22.8,49
80,5,60,,
80,6,60,,
80,6,60,,
80,6,60,,
80,7,60,25,52.2
80,7,60,25.6,51.2
80,7,60,,
80,8,60,26.2,52.4
80,8,60,,
80,8,60,,
80,2,70,,
80,2,70,,
80,2,70,,
80,3,70,X,X
80,3,70,X,X
80,3,70,,
80,4,70,X,X
80,4,70,,
80,4,70,,
80,5,70,X,X
80,5,70,X,X
80,5,70,,
80,6,70,,
80,6,70,,
80,6,70,,
80,7,70,21.6,47.4
80,7,70,21.8,44.2
80,7,70,,
80,8,70,22.6,48.2
80,8,70,,
80,8,70,,
80,2,80,,
80,2,80,,
80,2,80,,
80,3,80,X,X
80,3,80,X,X
80,3,80,,
80,4,80,X,X
80,4,80,,
80,4,80,,
80,5,80,X,X
80,5,80,X,X
80,5,80,,
80,6,80,,
80,6,80,,
80,6,80,,
80,7,80,19.2,38.8
80,7,80,19.8,37
80,7,80,,
80,8,80,19.8,40.4
80,8,80,,
80,8,80,,
80,2,90,,
80,2,90,,
80,2,90,,
80,3,90,,
80,3,90,,
80,3,90,,
80,4,90,,
80,4,90,,
80,4,90,,
80,5,90,,
80,5,90,,
80,5,90,,
80,6,90,,
80,6,90,,
80,6,90,,
80,7,90,,
80,7,90,,
80,7,90,,
80,8,90,,
80,8,90,,
80,8,90,,
80,2,100,,
80,2,100,,
80,2,100,,
80,3,100,,
80,3,100,,
80,3,100,,
80,4,100,,
80,4,100,,
80,4,100,,
80,5,100,,
80,5,100,,
80,5,100,,
80,6,100,,
80,6,100,,
80,6,100,,
80,7,100,,
80,7,100,,
80,7,100,,
80,8,100,,
80,8,100,,
80,8,100,,
90,2,10,,
90,2,10,,
90,2,10,,
90,3,10,NP,NP
90,3,10,,
90,3,10,,
90,4,10,NP,NP
90,4,10,NP,NP
90,4,10,,
90,5,10,NP,NP
90,5,10,NP,NP
90,5,10,,
90,6,10,NP,NP
90,6,10,,
90,6,10,,
90,7,10,NP,NP
90,7,10,NP,NP
90,7,10,,
90,8,10,NP,NP
90,8,10,,
90,8,10,,
90,2,20,,
90,2,20,,
90,2,20,,
90,3,20,94.4,65.4
90,3,20,,
90,3,20,,
90,4,20,104.8,71.8
90,4,20,103,69
90,4,20,,
90,5,20,112.6,69.6
90,5,20,109.4,69.8
90,5,20,,
90,6,20,110.6,83
90,6,20,,79.6
90,6,20,,
90,7,20,147.2,65.4
90,7,20,143.2,66.8
90,7,20,,
90,8,20,166.4,64
90,8,20,,
90,8,20,,
90,2,30,,
90,2,30,,
90,2,30,,
90,3,30,X,X
90,3,30,,
90,3,30,,
90,4,30,46.8,69.4
90,4,30,47,67.8
90,4,30,,
90,5,30,49.8,68.8
90,5,30,50.2,69
90,5,30,,
90,6,30,53,81.6
90,6,30,,78.6
90,6,30,,
90,7,30,57.2,64.2
90,7,30,56.4,66
90,7,30,,
90,8,30,60,62.8
90,8,30,,
90,8,30,,
90,2,40,,
90,2,40,,
90,2,40,,
90,3,40,X,X
90,3,40,,
90,3,40,,
90,4,40,32.6,71.6
90,4,40,X,X
90,4,40,,
90,5,40,45,67.2
90,5,40,34.6,66.2
90,5,40,,
90,6,40,36.6,77.4
90,6,40,,75.4
90,6,40,,
90,7,40,39.4,62
90,7,40,38.8,63.4
90,7,40,,
90,8,40,40.6,61.4
90,8,40,,
90,8,40,,
90,2,50,,
90,2,50,,
90,2,50,,
90,3,50,X,X
90,3,50,,
90,3,50,,
90,4,50,X,X
90,4,50,X,X
90,4,50,,
90,5,50,26.8,63.8
90,5,50,27,63.4
90,5,50,,
90,6,50,29.2,73.6
90,6,50,,73
90,6,50,,
90,7,50,30.2,59.8
90,7,50,30.2,60.6
90,7,50,,
90,8,50,31.4,58.4
90,8,50,,
90,8,50,,
90,2,60,,
90,2,60,,
90,2,60,,
90,3,60,X,X
90,3,60,,
90,3,60,,
90,4,60,X,X
90,4,60,X,X
90,4,60,,
90,5,60,X,X
90,5,60,X,X
90,5,60,,
90,6,60,X,X
90,6,60,,68.8
90,6,60,,
90,7,60,24.8,55.2
90,7,60,24.4,55.2
90,7,60,,
90,8,60,26.6,53.4
90,8,60,,
90,8,60,,
90,2,70,,
90,2,70,,
90,2,70,,
90,3,70,X,X
90,3,70,,
90,3,70,,
90,4,70,X,X
90,4,70,X,X
90,4,70,,
90,5,70,X,X
90,5,70,X,X
90,5,70,,
90,6,70,X,X
90,6,70,,63.8
90,6,70,,
90,7,70,21.4,49.6
90,7,70,21.6,49.4
90,7,70,,
90,8,70,22.2,49.8
90,8,70,,
90,8,70,,
90,2,80,,
90,2,80,,
90,2,80,,
90,3,80,X,X
90,3,80,,
90,3,80,,
90,4,80,X,X
90,4,80,X,X
90,4,80,,
90,5,80,X,X
90,5,80,X,X
90,5,80,,
90,6,80,X,X
90,6,80,,
90,6,80,,
90,7,80,19.4,43
90,7,80,19,39.4
90,7,80,,
90,8,80,20,43.4
90,8,80,,
90,8,80,,
90,2,90,,
90,2,90,,
90,2,90,,
90,3,90,,
90,3,90,,
90,3,90,,
90,4,90,,
90,4,90,,
90,4,90,,
90,5,90,,
90,5,90,,
90,5,90,,
90,6,90,,
90,6,90,,
90,6,90,,
90,7,90,,
90,7,90,,
90,7,90,,
90,8,90,,
90,8,90,,
90,8,90,,
90,2,100,,
90,2,100,,
90,2,100,,
90,3,100,,
90,3,100,,
90,3,100,,
90,4,100,,
90,4,100,,
90,4,100,,
90,5,100,,
90,5,100,,
90,5,100,,
90,6,100,,
90,6,100,,
90,6,100,,
90,7,100,,
90,7,100,,
90,7,100,,
90,8,100,,
90,8,100,,
90,8,100,,
100,2,10,,
100,2,10,,
100,2,10,,
100,3,10,NP,NP
100,3,10,NP,NP
100,3,10,,
100,4,10,NP,NP
100,4,10,NP,NP
100,4,10,,
100,5,10,NP,NP
100,5,10,,
100,5,10,,
100,6,10,NP,NP
100,6,10,,
100,6,10,,
100,7,10,NP,NP
100,7,10,,
100,7,10,,
100,8,10,NP,NP
100,8,10,,
100,8,10,,
100,2,20,,
100,2,20,,
100,2,20,,
100,3,20,93.4,
100,3,20,92.8,86
100,3,20,,
100,4,20,97.8,69.6
100,4,20,98.4,72.4
100,4,20,,
100,5,20,107.6,70.4
100,5,20,,
100,5,20,,
100,6,20,104.8,90
100,6,20,,
100,6,20,,
100,7,20,128.6,75.8
100,7,20,,
100,7,20,,
100,8,20,123.6,75.2
100,8,20,,
100,8,20,,
100,2,30,,
100,2,30,,
100,2,30,,
100,3,30,43,
100,3,30,X,X
100,3,30,,
100,4,30,46,68.8
100,4,30,45.4,70
100,4,30,,
100,5,30,48.8,69
100,5,30,,
100,5,30,,
100,6,30,51.6,86.8
100,6,30,,
100,6,30,,
100,7,30,55.8,75.4
100,7,30,,
100,7,30,,
100,8,30,57,74.4
100,8,30,,
100,8,30,,
100,2,40,,
100,2,40,,
100,2,40,,
100,3,40,X,X
100,3,40,X,X
100,3,40,,
100,4,40,X,X
100,4,40,X,X
100,4,40,,
100,5,40,33.8,67.4
100,5,40,,
100,5,40,,
100,6,40,36.2,84
100,6,40,,
100,6,40,,
100,7,40,38.2,72
100,7,40,,
100,7,40,,
100,8,40,39.6,72.6
100,8,40,,
100,8,40,,
100,2,50,,
100,2,50,,
100,2,50,,
100,3,50,X,X
100,3,50,X,X
100,3,50,,
100,4,50,X,X
100,4,50,X,X
100,4,50,,
100,5,50,X,X
100,5,50,,
100,5,50,,
100,6,50,28.6,78.4
100,6,50,,
100,6,50,,
100,7,50,30.6,69.2
100,7,50,,
100,7,50,,
100,8,50,30.6,67.4
100,8,50,,
100,8,50,,
100,2,60,,
100,2,60,,
100,2,60,,
100,3,60,X,X
100,3,60,X,X
100,3,60,,
100,4,60,X,X
100,4,60,X,X
100,4,60,,
100,5,60,X,X
100,5,60,,
100,5,60,,
100,6,60,X,X
100,6,60,,
100,6,60,,
100,7,60,24.8,65
100,7,60,,
100,7,60,,
100,8,60,25.4,63.4
100,8,60,,
100,8,60,,
100,2,70,,
100,2,70,,
100,2,70,,
100,3,70,X,X
100,3,70,X,X
100,3,70,,
100,4,70,X,X
100,4,70,X,X
100,4,70,,
100,5,70,X,X
100,5,70,,
100,5,70,,
100,6,70,X,X
100,6,70,,
100,6,70,,
100,7,70,X,X
100,7,70,,
100,7,70,,
100,8,70,21.4,56.4
100,8,70,,
100,8,70,,
100,2,80,,
100,2,80,,
100,2,80,,
100,3,80,X,X
100,3,80,X,X
100,3,80,,
100,4,80,X,X
100,4,80,X,X
100,4,80,,
100,5,80,X,X
100,5,80,,
100,5,80,,
100,6,80,X,X
100,6,80,,
100,6,80,,
100,7,80,X,X
100,7,80,,
100,7,80,,
100,8,80,19.4,46.4
100,8,80,,
100,8,80,,
100,2,90,,
100,2,90,,
100,2,90,,
100,3,90,,
100,3,90,,
100,3,90,,
100,4,90,,
100,4,90,,
100,4,90,,
100,5,90,,
100,5,90,,
100,5,90,,
100,6,90,,
100,6,90,,
100,6,90,,
100,7,90,,
100,7,90,,
100,7,90,,
100,8,90,,
100,8,90,,
100,8,90,,
100,2,100,,
100,2,100,,
100,2,100,,
100,3,100,,
100,3,100,,
100,3,100,,
100,4,100,,
100,4,100,,
100,4,100,,
100,5,100,,
100,5,100,,
100,5,100,,
100,6,100,,
100,6,100,,
100,6,100,,
100,7,100,,
100,7,100,,
100,7,100,,
100,8,100,,
100,8,100,,
100,8,100,,
110,2,10,,
110,2,10,,
110,2,10,,
110,3,10,NP,NP
110,3,10,NP,NP
110,3,10,,
110,4,10,NP,NP
110,4,10,NP,NP
110,4,10,,
110,5,10,NP,NP
110,5,10,NP,NP
110,5,10,,
110,6,10,NP,NP
110,6,10,NP,NP
110,6,10,,
110,7,10,NP,NP
110,7,10,,
110,7,10,,
110,8,10,NP,NP
110,8,10,,
110,8,10,,
110,2,20,,
110,2,20,,
110,2,20,,
110,3,20,X,X
110,3,20,X,X
110,3,20,,
110,4,20,92.8,80.6
110,4,20,92,79.8
110,4,20,,
110,5,20,97.8,81.8
110,5,20,97,82.4
110,5,20,,
110,6,20,100.4,94
110,6,20,98.4,90.8
110,6,20,,
110,7,20,121.6,82.4
110,7,20,,
110,7,20,,
110,8,20,123.2,81.4
110,8,20,,
110,8,20,,
110,2,30,,
110,2,30,,
110,2,30,,
110,3,30,X,X
110,3,30,X,X
110,3,30,,
110,4,30,45,84.2
110,4,30,45.2,85.8
110,4,30,,
110,5,30,47.8,79.6
110,5,30,48.2,81
110,5,30,,
110,6,30,50.6,92.8
110,6,30,50.8,88.8
110,6,30,,
110,7,30,54.8,81.2
110,7,30,,
110,7,30,,
110,8,30,56.8,79
110,8,30,,
110,8,30,,
110,2,40,,
110,2,40,,
110,2,40,,
110,3,40,X,X
110,3,40,X,X
110,3,40,,
110,4,40,X,X
110,4,40,X,X
110,4,40,,
110,5,40,33.6,78
110,5,40,33.4,79.2
110,5,40,,
110,6,40,36,87.4
110,6,40,35.2,85.8
110,6,40,,
110,7,40,37.6,71.6
110,7,40,,
110,7,40,,
110,8,40,29.2,75
110,8,40,,
110,8,40,,
110,2,50,,
110,2,50,,
110,2,50,,
110,3,50,X,X
110,3,50,X,X
110,3,50,,
110,4,50,X,X
110,4,50,X,X
110,4,50,,
110,5,50,X,X
110,5,50,X,X
110,5,50,,
110,6,50,27.6,X
110,6,50,X,X
110,6,50,,
110,7,50,29.6,74.6
110,7,50,,
110,7,50,,
110,8,50,31.2,70.8
110,8,50,,
110,8,50,,
110,2,60,,
110,2,60,,
110,2,60,,
110,3,60,X,X
110,3,60,X,X
110,3,60,,
110,4,60,X,X
110,4,60,X,X
110,4,60,,
110,5,60,X,X
110,5,60,X,X
110,5,60,,
110,6,60,X,X
110,6,60,X,X
110,6,60,,
110,7,60,24.4,63.4
110,7,60,,
110,7,60,,
110,8,60,25.2,66
110,8,60,,
110,8,60,,
110,2,70,,
110,2,70,,
110,2,70,,
110,3,70,X,X
110,3,70,X,X
110,3,70,,
110,4,70,X,X
110,4,70,X,X
110,4,70,,
110,5,70,X,X
110,5,70,X,X
110,5,70,,
110,6,70,X,X
110,6,70,X,X
110,6,70,,
110,7,70,X,X
110,7,70,,
110,7,70,,
110,8,70,X,X
110,8,70,,
110,8,70,,
110,2,80,,
110,2,80,,
110,2,80,,
110,3,80,X,X
110,3,80,X,X
110,3,80,,
110,4,80,X,X
110,4,80,X,X
110,4,80,,
110,5,80,X,X
110,5,80,X,X
110,5,80,,
110,6,80,X,X
110,6,80,X,X
110,6,80,,
110,7,80,X,X
110,7,80,,
110,7,80,,
110,8,80,X,X
110,8,80,,
110,8,80,,
110,2,90,,
110,2,90,,
110,2,90,,
110,3,90,,
110,3,90,,
110,3,90,,
110,4,90,,
110,4,90,,
110,4,90,,
110,5,90,,
110,5,90,,
110,5,90,,
110,6,90,,
110,6,90,,
110,6,90,,
110,7,90,,
110,7,90,,
110,7,90,,
110,8,90,,
110,8,90,,
110,8,90,,
110,2,100,,
110,2,100,,
110,2,100,,
110,3,100,,
110,3,100,,
110,3,100,,
110,4,100,,
110,4,100,,
110,4,100,,
110,5,100,,
110,5,100,,
110,5,100,,
110,6,100,,
110,6,100,,
110,6,100,,
110,7,100,,
110,7,100,,
110,7,100,,
110,8,100,,
110,8,100,,
110,8,100,,
120,2,10,,
120,2,10,,
120,2,10,,
120,3,10,,
120,3,10,,
120,3,10,,
120,4,10,NP,NP
120,4,10,NP,NP
120,4,10,,
120,5,10,NP,NP
120,5,10,,
120,5,10,,
120,6,10,NP,NP
120,6,10,,
120,6,10,,
120,7,10,NP,NP
120,7,10,,
120,7,10,,
120,8,10,NP,NP
120,8,10,,
120,8,10,,
120,2,20,,
120,2,20,,
120,2,20,,
120,3,20,,
120,3,20,,
120,3,20,,
120,4,20,89.2,91.6
120,4,20,88.6,91.4
120,4,20,,
120,5,20,94.6,93.2
120,5,20,,
120,5,20,,
120,6,20,101.2,109.2
120,6,20,,
120,6,20,,
120,7,20,114.4,90.4
120,7,20,,
120,7,20,,
120,8,20,115.2,96.4
120,8,20,,
120,8,20,,
120,2,30,,
120,2,30,,
120,2,30,,
120,3,30,,
120,3,30,,
120,3,30,,
120,4,30,X,X
120,4,30,X,X
120,4,30,,
120,5,30,X,X
120,5,30,,
120,5,30,,
120,6,30,51.6,107.6
120,6,30,,
120,6,30,,
120,7,30,55,89.8
120,7,30,,
120,7,30,,
120,8,30,58,94.4
120,8,30,,
120,8,30,,
120,2,40,,
120,2,40,,
120,2,40,,
120,3,40,,
120,3,40,,
120,3,40,,
120,4,40,X,X
120,4,40,X,X
120,4,40,,
120,5,40,X,X
120,5,40,,
120,5,40,,
120,6,40,37.2,106
120,6,40,,
120,6,40,,
120,7,40,38.8,86
120,7,40,,
120,7,40,,
120,8,40,40.8,92
120,8,40,,
120,8,40,,
120,2,50,,
120,2,50,,
120,2,50,,
120,3,50,,
120,3,50,,
120,3,50,,
120,4,50,X,X
120,4,50,X,X
120,4,50,,
120,5,50,X,X
120,5,50,,
120,5,50,,
120,6,50,X,X
120,6,50,,
120,6,50,,
120,7,50,30.8,82
120,7,50,,
120,7,50,,
120,8,50,32.2,86.6
120,8,50,,
120,8,50,,
120,2,60,,
120,2,60,,
120,2,60,,
120,3,60,,
120,3,60,,
120,3,60,,
120,4,60,X,X
120,4,60,X,X
120,4,60,,
120,5,60,X,X
120,5,60,,
120,5,60,,
120,6,60,X,X
120,6,60,,
120,6,60,,
120,7,60,X,X
120,7,60,,
120,7,60,,
120,8,60,26.8,83.6
120,8,60,,
120,8,60,,
120,2,70,,
120,2,70,,
120,2,70,,
120,3,70,,
120,3,70,,
120,3,70,,
120,4,70,X,X
120,4,70,X,X
120,4,70,,
120,5,70,X,X
120,5,70,,
120,5,70,,
120,6,70,X,X
120,6,70,,
120,6,70,,
120,7,70,X,X
120,7,70,,
120,7,70,,
120,8,70,X,X
120,8,70,,
120,8,70,,
120,2,80,,
120,2,80,,
120,2,80,,
120,3,80,,
120,3,80,,
120,3,80,,
120,4,80,X,X
120,4,80,X,X
120,4,80,,
120,5,80,X,X
120,5,80,,
120,5,80,,
120,6,80,X,X
120,6,80,,
120,6,80,,
120,7,80,X,X
120,7,80,,
120,7,80,,
120,8,80,X,X
120,8,80,,
120,8,80,,
120,2,90,,
120,2,90,,
120,2,90,,
120,3,90,,
120,3,90,,
120,3,90,,
120,4,90,,
120,4,90,,
120,4,90,,
120,5,90,,
120,5,90,,
120,5,90,,
120,6,90,,
120,6,90,,
120,6,90,,
120,7,90,,
120,7,90,,
120,7,90,,
120,8,90,,
120,8,90,,
120,8,90,,
120,2,100,,
120,2,100,,
120,2,100,,
120,3,100,,
120,3,100,,
120,3,100,,
120,4,100,,
120,4,100,,
120,4,100,,
120,5,100,,
120,5,100,,
120,5,100,,
120,6,100,,
120,6,100,,
120,6,100,,
120,7,100,,
120,7,100,,
120,7,100,,
120,8,100,,
120,8,100,,
120,8,100,,
130,2,10,,
130,2,10,,
130,2,10,,
130,3,10,NP,NP
130,3,10,NP,NP
130,3,10,,
130,4,10,NP,NP
130,4,10,NP,NP
130,4,10,,
130,5,10,NP,NP
130,5,10,NP,NP
130,5,10,,
130,6,10,NP,NP
130,6,10,NP,NP
130,6,10,,
130,7,10,NP,NP
130,7,10,NP,NP
130,7,10,,
130,8,10,NP,NP
130,8,10,,
130,8,10,,
130,2,20,,
130,2,20,,
130,2,20,,
130,3,20,X,X
130,3,20,X,X
130,3,20,,
130,4,20,86.8,109.6
130,4,20,84.6,109.8
130,4,20,,
130,5,20,96.8,97.6
130,5,20,93.2,96.8
130,5,20,,
130,6,20,97.6,118
130,6,20,94.8,117.6
130,6,20,,
130,7,20,109.4,99.2
130,7,20,105.6,98.8
130,7,20,,
130,8,20,109.8,
130,8,20,,
130,8,20,,
130,2,30,,
130,2,30,,
130,2,30,,
130,3,30,X,X
130,3,30,X,X
130,3,30,,
130,4,30,X,X
130,4,30,X,X
130,4,30,,
130,5,30,X,X
130,5,30,X,X
130,5,30,,
130,6,30,51,118
130,6,30,49.6,114.8
130,6,30,,
130,7,30,54.6,98.8
130,7,30,52.8,97.6
130,7,30,,
130,8,30,56.6,
130,8,30,,
130,8,30,,
130,2,40,,
130,2,40,,
130,2,40,,
130,3,40,X,X
130,3,40,X,X
130,3,40,,
130,4,40,X,X
130,4,40,X,X
130,4,40,,
130,5,40,X,X
130,5,40,X,X
130,5,40,,
130,6,40,36.6,140.4
130,6,40,X,X
130,6,40,,
130,7,40,38.8,97.2
130,7,40,36.4,93.6
130,7,40,,
130,8,40,39.8,
130,8,40,,
130,8,40,,
130,2,50,,
130,2,50,,
130,2,50,,
130,3,50,X,X
130,3,50,X,X
130,3,50,,
130,4,50,X,X
130,4,50,X,X
130,4,50,,
130,5,50,X,X
130,5,50,X,X
130,5,50,,
130,6,50,X,X
130,6,50,X,X
130,6,50,,
130,7,50,30.6,90.8
130,7,50,X,X
130,7,50,,
130,8,50,31.4,
130,8,50,,
130,8,50,,
130,2,60,,
130,2,60,,
130,2,60,,
130,3,60,X,X
130,3,60,X,X
130,3,60,,
130,4,60,X,X
130,4,60,X,X
130,4,60,,
130,5,60,X,X
130,5,60,X,X
130,5,60,,
130,6,60,X,X
130,6,60,X,X
130,6,60,,
130,7,60,X,X
130,7,60,X,X
130,7,60,,
130,8,60,X,X
130,8,60,,
130,8,60,,
130,2,70,,
130,2,70,,
130,2,70,,
130,3,70,X,X
130,3,70,X,X
130,3,70,,
130,4,70,X,X
130,4,70,X,X
130,4,70,,
130,5,70,X,X
130,5,70,X,X
130,5,70,,
130,6,70,X,X
130,6,70,X,X
130,6,70,,
130,7,70,X,X
130,7,70,X,X
130,7,70,,
130,8,70,X,X
130,8,70,,
130,8,70,,
130,2,80,,
130,2,80,,
130,2,80,,
130,3,80,X,X
130,3,80,X,X
130,3,80,,
130,4,80,X,X
130,4,80,X,X
130,4,80,,
130,5,80,X,X
130,5,80,X,X
130,5,80,,
130,6,80,X,X
130,6,80,X,X
130,6,80,,
130,7,80,X,X
130,7,80,X,X
130,7,80,,
130,8,80,X,X
130,8,80,,
130,8,80,,
130,2,90,,
130,2,90,,
130,2,90,,
130,3,90,,
130,3,90,,
130,3,90,,
130,4,90,,
130,4,90,,
130,4,90,,
130,5,90,,
130,5,90,,
130,5,90,,
130,6,90,,
130,6,90,,
130,6,90,,
130,7,90,,
130,7,90,,
130,7,90,,
130,8,90,,
130,8,90,,
130,8,90,,
130,2,100,,
130,2,100,,
130,2,100,,
130,3,100,,
130,3,100,,
130,3,100,,
130,4,100,,
130,4,100,,
130,4,100,,
130,5,100,,
130,5,100,,
130,5,100,,
130,6,100,,
130,6,100,,
130,6,100,,
130,7,100,,
130,7,100,,
130,7,100,,
130,8,100,,
130,8,100,,
130,8,100,,
140,2,10,,
140,2,10,,
140,2,10,,
140,3,10,NP,NP
140,3,10,,
140,3,10,,
140,4,10,,
140,4,10,,
140,4,10,,
140,5,10,,
140,5,10,,
140,5,10,,
140,6,10,NP,NP
140,6,10,NP,NP
140,6,10,,
140,7,10,NP,NP
140,7,10,,
140,7,10,,
140,8,10,NP,NP
140,8,10,NP,NP
140,8,10,,
140,2,20,,
140,2,20,,
140,2,20,,
140,3,20,X,X
140,3,20,,
140,3,20,,
140,4,20,,
140,4,20,,
140,4,20,,
140,5,20,,
140,5,20,,
140,5,20,,
140,6,20,96.6,
140,6,20,91.6,121.4
140,6,20,,
140,7,20,101.8,103.8
140,7,20,,
140,7,20,,
140,8,20,103.8,118.8
140,8,20,,110
140,8,20,,
140,2,30,,
140,2,30,,
140,2,30,,
140,3,30,X,X
140,3,30,,
140,3,30,,
140,4,30,,
140,4,30,,
140,4,30,,
140,5,30,,
140,5,30,,
140,5,30,,
140,6,30,50.8,
140,6,30,X,X
140,6,30,,
140,7,30,52.2,107
140,7,30,,
140,7,30,,
140,8,30,54.8,116.4
140,8,30,,110
140,8,30,,
140,2,40,,
140,2,40,,
140,2,40,,
140,3,40,X,X
140,3,40,,
140,3,40,,
140,4,40,,
140,4,40,,
140,4,40,,
140,5,40,,
140,5,40,,
140,5,40,,
140,6,40,X,X
140,6,40,X,X
140,6,40,,
140,7,40,35.8,102.2
140,7,40,,
140,7,40,,
140,8,40,37.8,98.4
140,8,40,,103
140,8,40,,
140,2,50,,
140,2,50,,
140,2,50,,
140,3,50,X,X
140,3,50,,
140,3,50,,
140,4,50,,
140,4,50,,
140,4,50,,
140,5,50,,
140,5,50,,
140,5,50,,
140,6,50,X,X
140,6,50,X,X
140,6,50,,
140,7,50,X,X
140,7,50,,
140,7,50,,
140,8,50,X,X
140,8,50,X,X
140,8,50,,
140,2,60,,
140,2,60,,
140,2,60,,
140,3,60,X,X
140,3,60,,
140,3,60,,
140,4,60,,
140,4,60,,
140,4,60,,
140,5,60,,
140,5,60,,
140,5,60,,
140,6,60,X,X
140,6,60,X,X
140,6,60,,
140,7,60,X,X
140,7,60,,
140,7,60,,
140,8,60,X,X
140,8,60,X,X
140,8,60,,
140,2,70,,
140,2,70,,
140,2,70,,
140,3,70,X,X
140,3,70,,
140,3,70,,
140,4,70,,
140,4,70,,
140,4,70,,
140,5,70,,
140,5,70,,
140,5,70,,
140,6,70,X,X
140,6,70,X,X
140,6,70,,
140,7,70,X,X
140,7,70,,
140,7,70,,
140,8,70,X,X
140,8,70,X,X
140,8,70,,
140,2,80,,
140,2,80,,
140,2,80,,
140,3,80,X,X
140,3,80,,
140,3,80,,
140,4,80,,
140,4,80,,
140,4,80,,
140,5,80,,
140,5,80,,
140,5,80,,
140,6,80,X,X
140,6,80,X,X
140,6,80,,
140,7,80,X,X
140,7,80,,
140,7,80,,
140,8,80,X,X
140,8,80,X,X
140,8,80,,
140,2,90,,
140,2,90,,
140,2,90,,
140,3,90,,
140,3,90,,
140,3,90,,
140,4,90,,
140,4,90,,
140,4,90,,
140,5,90,,
140,5,90,,
140,5,90,,
140,6,90,,
140,6,90,,
140,6,90,,
140,7,90,,
140,7,90,,
140,7,90,,
140,8,90,,
140,8,90,,
140,8,90,,
140,2,100,,
140,2,100,,
140,2,100,,
140,3,100,,
140,3,100,,
140,3,100,,
140,4,100,,
140,4,100,,
140,4,100,,
140,5,100,,
140,5,100,,
140,5,100,,
140,6,100,,
140,6,100,,
140,6,100,,
140,7,100,,
140,7,100,,
140,7,100,,
140,8,100,,
140,8,100,,
140,8,100,,
150,2,10,,
150,2,10,,
150,2,10,,
150,3,10,NP,NP
150,3,10,NP,NP
150,3,10,,
150,4,10,NP,NP
150,4,10,,
150,4,10,,
150,5,10,NP,NP
150,5,10,,
150,5,10,,
150,6,10,NP,NP
150,6,10,,
150,6,10,,
150,7,10,NP,NP
150,7,10,,
150,7,10,,
150,8,10,NP,NP
150,8,10,,
150,8,10,,
150,2,20,,
150,2,20,,
150,2,20,,
150,3,20,X,X
150,3,20,X,X
150,3,20,,
150,4,20,X,X
150,4,20,,
150,4,20,,
150,5,20,91.2,116.4
150,5,20,,
150,5,20,,
150,6,20,84.8,
150,6,20,,
150,6,20,,
150,7,20,100.2,77.6
150,7,20,,
150,7,20,,
150,8,20,102.6,123.8
150,8,20,,
150,8,20,,
150,2,30,,
150,2,30,,
150,2,30,,
150,3,30,X,X
150,3,30,X,X
150,3,30,,
150,4,30,X,X
150,4,30,,
150,4,30,,
150,5,30,X,X
150,5,30,,
150,5,30,,
150,6,30,45.6,
150,6,30,,
150,6,30,,
150,7,30,51,78.2
150,7,30,,
150,7,30,,
150,8,30,53.6,121.8
150,8,30,,
150,8,30,,
150,2,40,,
150,2,40,,
150,2,40,,
150,3,40,X,X
150,3,40,X,X
150,3,40,,
150,4,40,X,X
150,4,40,,
150,4,40,,
150,5,40,X,X
150,5,40,,
150,5,40,,
150,6,40,32.4,
150,6,40,,
150,6,40,,
150,7,40,35.6,77
150,7,40,,
150,7,40,,
150,8,40,37.2,
150,8,40,,
150,8,40,,
150,2,50,,
150,2,50,,
150,2,50,,
150,3,50,X,X
150,3,50,X,X
150,3,50,,
150,4,50,X,X
150,4,50,,
150,4,50,,
